User ID,User Level,Timestamp,Inspection Type,Total Quantity,Correct Orientation,Wrong Orientation,Inspection Type,Decoded Batch Quantity,Decoded Box Quantity,Accumulated Batch Quantity,Overall Result,Messages,Remarks,Approved By
a,Admin,05-01-2023 | 12:21:10.816,TopVision,26,26,0,CodeReader,281,26,26,OK,N/A,N/A,N/A
a,Admin,05-01-2023 | 12:23:39.658,TopVision,26,26,0,CodeReader,281,26,26,OK,N/A,N/A,N/A
a,Admin,05-01-2023 | 12:23:42.602,TopVision,26,26,0,CodeReader,281,26,52,OK,N/A,N/A,N/A
a,Admin,05-01-2023 | 12:23:44.751,TopVision,26,26,0,CodeReader,281,26,78,OK,N/A,N/A,N/A
a,Admin,05-01-2023 | 12:23:48.131,TopVision,26,26,0,CodeReader,281,26,26,OK,N/A,N/A,N/A
a,Admin,05-01-2023 | 12:23:53.348,TopVision,26,26,0,CodeReader,281,26,52,OK,N/A,N/A,N/A
a,Admin,05-01-2023 | 12:23:55.946,TopVision,26,26,0,CodeReader,281,26,78,OK,N/A,N/A,N/A
a,Admin,05-01-2023 | 12:23:58.962,TopVision,26,26,0,CodeReader,281,26,104,OK,N/A,N/A,N/A
a,Admin,05-01-2023 | 12:24:05.808,TopVision,26,26,0,CodeReader,281,26,130,OK,N/A,N/A,N/A
a,Admin,05-01-2023 | 12:24:20.307,TopVision,26,26,0,CodeReader,281,26,156,OK,N/A,N/A,N/A
o,Operator,05-01-2023 | 12:24:50.898,TopVision,26,26,0,CodeReader,281,26,26,OK,N/A,N/A,N/A
o,Operator,05-01-2023 | 12:24:54.010,TopVision,26,26,0,CodeReader,281,26,52,OK,N/A,N/A,N/A
o,Operator,05-01-2023 | 12:24:55.773,TopVision,26,26,0,CodeReader,281,26,78,OK,N/A,N/A,N/A
a,Admin,05-01-2023 | 12:25:23.112,TopVision,26,26,0,CodeReader,281,26,26,OK,N/A,N/A,N/A
a,Admin,05-01-2023 | 12:25:30.915,TopVision,26,26,0,CodeReader,281,26,52,OK,N/A,N/A,N/A
a,Admin,05-01-2023 | 12:25:33.010,TopVision,26,26,0,CodeReader,281,26,78,OK,N/A,N/A,N/A
a,Admin,05-01-2023 | 12:25:39.817,TopVision,26,26,0,CodeReader,281,26,104,OK,N/A,N/A,N/A
a,Admin,05-01-2023 | 12:25:41.888,TopVision,26,26,0,CodeReader,281,26,130,OK,N/A,N/A,N/A
a,Admin,05-01-2023 | 12:25:58.650,TopVision,26,26,0,CodeReader,281,26,156,OK,N/A,N/A,N/A
a,Admin,05-01-2023 | 12:26:01.364,TopVision,26,26,0,CodeReader,281,26,182,OK,N/A,N/A,N/A
a,Admin,05-01-2023 | 12:26:14.819,TopVision,26,26,0,CodeReader,281,26,208,OK,N/A,N/A,N/A
a,Admin,05-01-2023 | 12:26:21.223,TopVision,26,26,0,CodeReader,281,26,234,OK,N/A,N/A,N/A
a,Admin,05-01-2023 | 12:26:32.511,TopVision,26,26,0,CodeReader,281,26,26,OK,N/A,N/A,N/A
a,Admin,05-01-2023 | 12:26:39.760,TopVision,26,26,0,CodeReader,281,26,52,OK,N/A,N/A,N/A
a,Admin,05-01-2023 | 12:26:46.391,TopVision,26,26,0,CodeReader,281,26,78,OK,N/A,N/A,N/A
a,Admin,05-01-2023 | 14:10:35.477,TopVision,26,26,0,CodeReader,281,26,26,OK,N/A,N/A,N/A
a,Admin,05-01-2023 | 14:12:26.338,TopVision,26,26,0,CodeReader,281,26,26,OK,N/A,N/A,N/A
a,Admin,05-01-2023 | 15:38:08.096,TopVision,26,26,0,CodeReader,281,26,26,OK,N/A,N/A,N/A
a,Admin,05-01-2023 | 15:38:14.387,TopVision,26,26,0,CodeReader,281,26,52,OK,N/A,N/A,N/A
a,Admin,05-01-2023 | 15:38:16.804,TopVision,26,26,0,CodeReader,281,26,78,OK,N/A,N/A,N/A
a,Admin,05-01-2023 | 15:38:19.378,TopVision,26,26,0,CodeReader,281,26,104,OK,N/A,N/A,N/A
a,Admin,05-01-2023 | 15:38:21.742,TopVision,26,26,0,CodeReader,281,26,130,OK,N/A,N/A,N/A
a,Admin,05-01-2023 | 15:40:18.623,TopVision,26,26,0,CodeReader,281,26,26,OK,N/A,N/A,N/A
