User ID,User Level,Timestamp,Inspection Type,Total Quantity,Correct Orientation,Wrong Orientation,Inspection Type,Decoded Batch Quantity,Decoded Box Quantity,Accumulated Batch Quantity,Overall Result,Messages,Remarks,Approved By
a,Admin,01-02-2023 | 12:09:47.535,TopVision,26,26,0,CodeReader,285,26,26,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 12:09:57.295,TopVision,26,26,0,CodeReader,285,26,26,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 12:10:00.748,TopVision,26,26,0,CodeReader,285,26,52,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 12:10:10.518,TopVision,26,26,0,CodeReader,285,26,52,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 12:11:29.654,TopVision,26,26,0,CodeReader,285,25,0,NG,BoxQtyNotMatch,s,Admin
a,Admin,01-02-2023 | 12:11:29.912,TopVision,26,26,0,CodeReader,285,25,0,NG,BoxQtyNotMatch,s,Admin
a,Admin,01-02-2023 | 12:11:45.295,TopVision,25,25,0,CodeReader,285,26,0,NG,BoxQtyNotMatch,a,Admin
a,Admin,01-02-2023 | 15:56:46.890,TopVision,2,2,0,CodeReader,285,26,0,NG,BoxQtyNotMatch,a,Admin
a,Admin,01-02-2023 | 15:57:17.513,TopVision,26,26,0,CodeReader,285,26,26,OK,N/A,N/A,N/A
o,Operator,01-02-2023 | 15:59:34.453,TopVision,25,25,0,CodeReader,285,25,25,OK,N/A,N/A,N/A
o,Operator,01-02-2023 | 15:59:57.168,TopVision,26,26,0,CodeReader,281,26,25,NG,BatchNotMatch,e,Engineer
o,Operator,01-02-2023 | 16:00:03.139,TopVision,26,26,0,CodeReader,285,26,51,OK,N/A,N/A,N/A
o,Operator,01-02-2023 | 16:00:06.788,TopVision,26,26,0,CodeReader,285,26,77,OK,N/A,N/A,N/A
o,Operator,01-02-2023 | 16:00:08.697,TopVision,26,26,0,CodeReader,285,26,103,OK,N/A,N/A,N/A
o,Operator,01-02-2023 | 16:00:10.586,TopVision,26,26,0,CodeReader,285,26,129,OK,N/A,N/A,N/A
o,Operator,01-02-2023 | 16:00:13.228,TopVision,26,26,0,CodeReader,285,26,155,OK,N/A,N/A,N/A
o,Operator,01-02-2023 | 16:00:15.654,TopVision,26,26,0,CodeReader,285,26,181,OK,N/A,N/A,N/A
o,Operator,01-02-2023 | 16:00:17.884,TopVision,26,26,0,CodeReader,285,26,207,OK,N/A,N/A,N/A
o,Operator,01-02-2023 | 16:00:20.064,TopVision,26,26,0,CodeReader,285,26,233,OK,N/A,N/A,N/A
o,Operator,01-02-2023 | 16:00:22.271,TopVision,26,26,0,CodeReader,285,26,259,OK,N/A,N/A,N/A
o,Operator,01-02-2023 | 16:00:24.624,TopVision,26,26,0,CodeReader,285,26,285,OK,N/A,N/A,N/A
o,Operator,01-02-2023 | 16:01:07.913,TopVision,26,26,0,CodeReader,285,26,26,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:31:35.560,TopVision,25,25,0,CodeReader,285,25,25,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:32:29.961,TopVision,26,26,0,CodeReader,285,26,51,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:32:39.814,TopVision,26,26,0,CodeReader,285,26,77,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:32:47.258,TopVision,26,26,0,CodeReader,285,26,103,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:32:54.138,TopVision,26,26,0,CodeReader,285,26,129,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:33:00.398,TopVision,26,26,0,CodeReader,285,26,155,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:33:07.223,TopVision,26,26,0,CodeReader,285,26,181,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:33:11.690,TopVision,26,26,0,CodeReader,285,26,207,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:33:18.355,TopVision,26,26,0,CodeReader,285,26,233,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:33:23.780,TopVision,26,26,0,CodeReader,285,26,259,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:33:34.121,TopVision,26,26,0,CodeReader,285,26,285,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:34:19.109,TopVision,25,25,0,CodeReader,285,25,25,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:34:25.834,TopVision,26,26,0,CodeReader,285,26,51,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:34:31.873,TopVision,26,26,0,CodeReader,285,26,77,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:34:35.832,TopVision,26,26,0,CodeReader,285,26,103,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:34:40.844,TopVision,26,26,0,CodeReader,285,26,129,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:34:46.526,TopVision,26,26,0,CodeReader,285,26,155,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:34:52.834,TopVision,26,26,0,CodeReader,285,26,181,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:34:57.304,TopVision,26,26,0,CodeReader,285,26,207,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:35:08.720,TopVision,26,26,0,CodeReader,285,26,233,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:35:18.016,TopVision,26,26,0,CodeReader,285,26,259,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:35:28.837,TopVision,26,26,0,CodeReader,285,26,285,OK,N/A,N/A,N/A
o,Operator,01-02-2023 | 16:39:00.683,TopVision,26,26,0,CodeReader,285,26,26,OK,N/A,N/A,N/A
o,Operator,01-02-2023 | 16:39:12.301,TopVision,26,26,0,CodeReader,285,26,52,OK,N/A,N/A,N/A
o,Operator,01-02-2023 | 16:39:15.489,TopVision,26,26,0,CodeReader,285,26,78,OK,N/A,N/A,N/A
o,Operator,01-02-2023 | 16:39:18.623,TopVision,26,26,0,CodeReader,285,26,104,OK,N/A,N/A,N/A
o,Operator,01-02-2023 | 16:39:21.312,TopVision,26,26,0,CodeReader,285,26,130,OK,N/A,N/A,N/A
o,Operator,01-02-2023 | 16:39:24.845,TopVision,26,26,0,CodeReader,285,26,156,OK,N/A,N/A,N/A
o,Operator,01-02-2023 | 16:39:34.310,TopVision,26,26,0,CodeReader,285,26,182,OK,N/A,N/A,N/A
o,Operator,01-02-2023 | 16:39:48.364,TopVision,26,26,0,CodeReader,285,26,208,OK,N/A,N/A,N/A
o,Operator,01-02-2023 | 16:39:52.774,TopVision,26,26,0,CodeReader,285,26,234,OK,N/A,N/A,N/A
o,Operator,01-02-2023 | 16:39:56.124,TopVision,26,26,0,CodeReader,285,26,260,OK,N/A,N/A,N/A
o,Operator,01-02-2023 | 16:40:26.139,TopVision,26,26,0,CodeReader,285,26,312,NG,ExceedTotalBatchQty,e,Engineer
a,Admin,01-02-2023 | 16:40:51.950,TopVision,25,25,0,CodeReader,285,25,25,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:40:59.096,TopVision,26,26,0,CodeReader,285,26,51,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:41:01.904,TopVision,26,26,0,CodeReader,285,26,77,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:41:03.990,TopVision,26,26,0,CodeReader,285,26,103,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:41:05.889,TopVision,26,26,0,CodeReader,285,26,129,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:41:07.703,TopVision,26,26,0,CodeReader,285,26,155,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:41:09.641,TopVision,26,26,0,CodeReader,285,26,181,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:41:12.678,TopVision,26,26,0,CodeReader,285,26,207,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:41:14.705,TopVision,26,26,0,CodeReader,285,26,233,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:41:16.685,TopVision,26,26,0,CodeReader,285,26,259,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:41:18.564,TopVision,26,26,0,CodeReader,285,26,285,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:41:38.197,TopVision,25,25,0,CodeReader,285,25,25,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:41:44.181,TopVision,26,26,0,CodeReader,285,26,51,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:41:47.303,TopVision,26,26,0,CodeReader,285,26,77,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:41:51.468,TopVision,26,26,0,CodeReader,285,26,103,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:41:54.289,TopVision,26,26,0,CodeReader,285,26,129,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:41:57.004,TopVision,26,26,0,CodeReader,285,26,155,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:42:10.510,TopVision,26,26,0,CodeReader,285,26,181,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:42:14.113,TopVision,26,26,0,CodeReader,285,26,207,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:42:17.237,TopVision,26,26,0,CodeReader,285,26,233,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:42:22.150,TopVision,26,26,0,CodeReader,285,26,259,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:42:24.499,TopVision,26,26,0,CodeReader,285,26,285,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:43:20.140,TopVision,25,25,0,CodeReader,285,25,25,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:43:24.523,TopVision,26,26,0,CodeReader,285,26,51,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:43:29.766,TopVision,26,26,0,CodeReader,285,26,77,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:43:32.889,TopVision,26,26,0,CodeReader,285,26,103,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:43:34.857,TopVision,26,26,0,CodeReader,285,26,129,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:43:36.956,TopVision,26,26,0,CodeReader,285,26,155,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:43:38.827,TopVision,26,26,0,CodeReader,285,26,181,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:43:41.659,TopVision,26,26,0,CodeReader,285,26,207,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:43:43.786,TopVision,26,26,0,CodeReader,285,26,233,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:43:46.219,TopVision,26,26,0,CodeReader,285,26,259,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:43:49.081,TopVision,26,26,0,CodeReader,285,26,285,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:44:19.455,TopVision,25,25,0,CodeReader,285,25,25,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:44:35.823,TopVision,26,26,0,CodeReader,285,26,51,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:44:40.110,TopVision,26,26,0,CodeReader,285,26,77,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:44:42.425,TopVision,26,26,0,CodeReader,285,26,103,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:44:44.578,TopVision,26,26,0,CodeReader,285,26,129,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:44:47.154,TopVision,26,26,0,CodeReader,285,26,155,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:44:49.382,TopVision,26,26,0,CodeReader,285,26,181,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:44:51.341,TopVision,26,26,0,CodeReader,285,26,207,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:44:53.739,TopVision,26,26,0,CodeReader,285,26,233,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:44:55.743,TopVision,26,26,0,CodeReader,285,26,259,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 16:44:57.920,TopVision,26,26,0,CodeReader,285,26,285,OK,N/A,N/A,N/A
o,Operator,01-02-2023 | 16:56:19.394,TopVision,26,26,0,CodeReader,285,26,26,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 17:59:52.898,TopVision,25,25,0,CodeReader,285,25,25,OK,N/A,N/A,N/A
a,Admin,01-02-2023 | 18:00:00.426,TopVision,26,26,0,CodeReader,285,26,51,OK,N/A,N/A,N/A
