User ID,User Level,Timestamp,Inspection Type,Total Quantity,Correct Orientation,Wrong Orientation,Inspection Type,Decoded Batch Quantity,Decoded Box Quantity,Accumulated Batch Quantity,Overall Result,Messages,Remarks,Approved By
a,Admin,27-01-2023 | 09:27:15.161,TopVision,26,26,0,CodeReader,281,26,26,OK,N/A,N/A,N/A
a,Admin,27-01-2023 | 09:28:22.159,TopVision,26,26,0,CodeReader,285,26,26,NG,BatchNotMatch,N/A,Admin
a,Admin,27-01-2023 | 09:28:34.070,TopVision,26,26,0,CodeReader,281,26,26,OK,N/A,N/A,N/A
a,Admin,27-01-2023 | 09:28:38.374,TopVision,26,26,0,CodeReader,281,26,52,OK,N/A,N/A,N/A
a,Admin,27-01-2023 | 09:36:06.376,TopVision,26,26,0,CodeReader,281,26,26,OK,N/A,N/A,N/A
a,Admin,27-01-2023 | 09:36:12.499,TopVision,26,26,0,CodeReader,281,26,52,OK,N/A,N/A,N/A
a,Admin,27-01-2023 | 09:36:14.970,TopVision,26,26,0,CodeReader,281,26,78,OK,N/A,N/A,N/A
a,Admin,27-01-2023 | 09:36:17.319,TopVision,26,26,0,CodeReader,281,26,104,OK,N/A,N/A,N/A
a,Admin,27-01-2023 | 09:36:19.266,TopVision,26,26,0,CodeReader,281,26,130,OK,N/A,N/A,N/A
a,Admin,27-01-2023 | 09:36:21.285,TopVision,26,26,0,CodeReader,281,26,156,OK,N/A,N/A,N/A
a,Admin,27-01-2023 | 09:36:36.778,TopVision,26,26,0,CodeReader,281,26,182,OK,N/A,N/A,N/A
a,Admin,27-01-2023 | 09:36:39.059,TopVision,26,26,0,CodeReader,281,26,208,OK,N/A,N/A,N/A
a,Admin,27-01-2023 | 09:36:41.834,TopVision,26,26,0,CodeReader,281,26,234,OK,N/A,N/A,N/A
a,Admin,27-01-2023 | 09:36:58.410,TopVision,26,26,0,CodeReader,281,26,260,OK,N/A,N/A,N/A
a,Admin,27-01-2023 | 09:37:33.380,TopVision,26,26,0,CodeReader,281,26,286,NG,ExceedTotalBatchQty,test3,Technician
a,Admin,27-01-2023 | 09:38:10.427,TopVision,26,26,0,CodeReader,281,26,26,OK,N/A,N/A,N/A
a,Admin,27-01-2023 | 09:38:23.922,TopVision,26,26,0,CodeReader,281,26,52,OK,N/A,N/A,N/A
a,Admin,27-01-2023 | 09:49:15.920,TopVision,26,26,0,CodeReader,281,26,26,OK,N/A,N/A,N/A
a,Admin,27-01-2023 | 09:49:23.091,TopVision,26,26,0,CodeReader,281,26,26,OK,N/A,N/A,N/A
a,Admin,27-01-2023 | 09:49:47.071,TopVision,26,26,0,CodeReader,281,26,52,OK,N/A,N/A,N/A
a,Admin,27-01-2023 | 09:49:52.111,TopVision,26,26,0,CodeReader,281,26,78,OK,N/A,N/A,N/A
a,Admin,27-01-2023 | 09:49:55.256,TopVision,26,26,0,CodeReader,281,26,104,OK,N/A,N/A,N/A
a,Admin,27-01-2023 | 10:00:22.904,TopVision,26,26,0,CodeReader,281,26,26,OK,N/A,N/A,N/A
a,Admin,27-01-2023 | 10:00:57.316,TopVision,26,26,0,CodeReader,281,26,52,OK,N/A,N/A,N/A
a,Admin,27-01-2023 | 10:01:03.635,TopVision,26,26,0,CodeReader,281,26,78,OK,N/A,N/A,N/A
a,Admin,27-01-2023 | 10:01:20.658,TopVision,26,26,0,CodeReader,281,26,104,OK,N/A,N/A,N/A
a,Admin,27-01-2023 | 10:01:24.278,TopVision,26,26,0,CodeReader,281,26,130,OK,N/A,N/A,N/A
a,Admin,27-01-2023 | 10:01:31.235,TopVision,26,26,0,CodeReader,281,26,26,OK,N/A,N/A,N/A
a,Admin,27-01-2023 | 10:01:39.092,TopVision,26,26,0,CodeReader,281,26,52,OK,N/A,N/A,N/A
a,Admin,27-01-2023 | 10:01:42.559,TopVision,26,26,0,CodeReader,281,26,78,OK,N/A,N/A,N/A
a,Admin,27-01-2023 | 10:01:55.570,TopVision,26,26,0,CodeReader,281,26,104,OK,N/A,N/A,N/A
a,Admin,27-01-2023 | 10:03:02.181,TopVision,26,26,0,CodeReader,281,26,26,OK,N/A,N/A,N/A
a,Admin,27-01-2023 | 10:04:55.568,TopVision,26,26,0,CodeReader,281,26,26,OK,N/A,N/A,N/A
o,Operator,27-01-2023 | 10:08:05.138,TopVision,26,26,0,CodeReader,281,26,26,OK,N/A,N/A,N/A
o,Operator,27-01-2023 | 10:08:17.588,TopVision,26,26,0,CodeReader,281,26,52,OK,N/A,N/A,N/A
o,Operator,27-01-2023 | 10:09:38.303,TopVision,26,26,0,CodeReader,281,26,78,OK,N/A,N/A,N/A
